gcf	description	gene_name	accver	gene_location	locus_tag	organism_name	infraspecific_name	taxid	species_taxid
GCF_005843985.1	Caminibacter mediatlanticus TB-2 chromosome, complete genome	16S ribosomal RNA	NZ_CP040463.1	[148669:150214](-)	FE773_RS00760	Caminibacter mediatlanticus TB-2	strain=TB-2	391592	291048
GCF_005843985.1	Caminibacter mediatlanticus TB-2 chromosome, complete genome	16S ribosomal RNA	NZ_CP040463.1	[352371:353887](+)	FE773_RS02030	Caminibacter mediatlanticus TB-2	strain=TB-2	391592	291048
GCF_005843985.1	Caminibacter mediatlanticus TB-2 chromosome, complete genome	16S ribosomal RNA	NZ_CP040463.1	[667542:669058](+)	FE773_RS03695	Caminibacter mediatlanticus TB-2	strain=TB-2	391592	291048
GCF_005844045.1	Campylobacter hyointestinalis subsp. hyointestinalis strain S12 chromosome, complete genome	16S ribosomal RNA	NZ_CP040464.1	[154618:156136](+)	FFA43_RS00825	Campylobacter hyointestinalis subsp. hyointestinalis	strain=S12	91352	198
GCF_005844045.1	Campylobacter hyointestinalis subsp. hyointestinalis strain S12 chromosome, complete genome	16S ribosomal RNA	NZ_CP040464.1	[516109:517627](+)	FFA43_RS02750	Campylobacter hyointestinalis subsp. hyointestinalis	strain=S12	91352	198
GCF_005844045.1	Campylobacter hyointestinalis subsp. hyointestinalis strain S12 chromosome, complete genome	16S ribosomal RNA	NZ_CP040464.1	[1161422:1162940](-)	FFA43_RS06015	Campylobacter hyointestinalis subsp. hyointestinalis	strain=S12	91352	198
GCF_005886055.1	Arcobacter butzleri JV22 chromosome, complete genome	16S ribosomal RNA	NZ_CP040507.1	[825904:827422](+)	FFA29_RS04125	Arcobacter butzleri JV22	strain=JV22	888827	28197
GCF_005886055.1	Arcobacter butzleri JV22 chromosome, complete genome	16S ribosomal RNA	NZ_CP040507.1	[1742932:1744450](-)	FFA29_RS08785	Arcobacter butzleri JV22	strain=JV22	888827	28197
GCF_005886055.1	Arcobacter butzleri JV22 chromosome, complete genome	16S ribosomal RNA	NZ_CP040507.1	[1872323:1873841](-)	FFA29_RS09425	Arcobacter butzleri JV22	strain=JV22	888827	28197
GCF_005886055.1	Arcobacter butzleri JV22 chromosome, complete genome	16S ribosomal RNA	NZ_CP040507.1	[1957478:1958996](-)	FFA29_RS09840	Arcobacter butzleri JV22	strain=JV22	888827	28197
GCF_005886055.1	Arcobacter butzleri JV22 chromosome, complete genome	16S ribosomal RNA	NZ_CP040507.1	[2226061:2227579](-)	FFA29_RS11165	Arcobacter butzleri JV22	strain=JV22	888827	28197
GCF_900119955.1	Helicobacter pylori isolate HE171/09 genome assembly, chromosome: I	16S ribosomal RNA	NZ_LT635474.1	[1113423:1114932](-)	CS896_RS05410	Helicobacter pylori		210	210
GCF_900119955.1	Helicobacter pylori isolate HE171/09 genome assembly, chromosome: I	16S ribosomal RNA	NZ_LT635474.1	[1460732:1462241](+)	CS896_RS07190	Helicobacter pylori		210	210
GCF_900119995.1	Helicobacter pylori isolate HE143/09 genome assembly, chromosome: I	16S ribosomal RNA	NZ_LT635458.1	[1113686:1115195](-)	CS887_RS05405	Helicobacter pylori		210	210
GCF_900119995.1	Helicobacter pylori isolate HE143/09 genome assembly, chromosome: I	16S ribosomal RNA	NZ_LT635458.1	[1460940:1462449](+)	CS887_RS07180	Helicobacter pylori		210	210
GCF_900120055.1	Helicobacter pylori isolate HE178/09 genome assembly, chromosome: I	16S ribosomal RNA	NZ_LT635460.1	[1113709:1115218](-)	CS893_RS05430	Helicobacter pylori		210	210
GCF_900120055.1	Helicobacter pylori isolate HE178/09 genome assembly, chromosome: I	16S ribosomal RNA	NZ_LT635460.1	[1461018:1462527](+)	CS893_RS07210	Helicobacter pylori		210	210
GCF_900120135.1	Helicobacter pylori isolate HE132/09 genome assembly, chromosome: I	16S ribosomal RNA	NZ_LT635459.1	[1113971:1115480](-)	CS897_RS05420	Helicobacter pylori		210	210
GCF_900120135.1	Helicobacter pylori isolate HE132/09 genome assembly, chromosome: I	16S ribosomal RNA	NZ_LT635459.1	[1461282:1462791](+)	CS897_RS07200	Helicobacter pylori		210	210
GCF_900120185.1	Helicobacter pylori isolate HE134/09 genome assembly, chromosome: I	16S ribosomal RNA	NZ_LT635476.1	[1113696:1115205](-)	CS883_RS05420	Helicobacter pylori		210	210
GCF_900120185.1	Helicobacter pylori isolate HE134/09 genome assembly, chromosome: I	16S ribosomal RNA	NZ_LT635476.1	[1461004:1462513](+)	CS883_RS07200	Helicobacter pylori		210	210
GCF_900120205.1	Helicobacter pylori isolate HE141/09 genome assembly, chromosome: I	16S ribosomal RNA	NZ_LT635471.1	[1116192:1117701](-)	CS890_RS05445	Helicobacter pylori		210	210
GCF_900120205.1	Helicobacter pylori isolate HE141/09 genome assembly, chromosome: I	16S ribosomal RNA	NZ_LT635471.1	[1463503:1465012](+)	CS890_RS07220	Helicobacter pylori		210	210
GCF_900120225.1	Helicobacter pylori isolate HE136/09 genome assembly, chromosome: I	16S ribosomal RNA	NZ_LT635473.1	[1113742:1115251](-)	CS888_RS05420	Helicobacter pylori		210	210
GCF_900120225.1	Helicobacter pylori isolate HE136/09 genome assembly, chromosome: I	16S ribosomal RNA	NZ_LT635473.1	[1461057:1462566](+)	CS888_RS07195	Helicobacter pylori		210	210
GCF_900120255.1	Helicobacter pylori isolate HE101/09 genome assembly, chromosome: I	16S ribosomal RNA	NZ_LT635456.1	[1113695:1115204](-)	CS894_RS05420	Helicobacter pylori		210	210
GCF_900120255.1	Helicobacter pylori isolate HE101/09 genome assembly, chromosome: I	16S ribosomal RNA	NZ_LT635456.1	[1460998:1462507](+)	CS894_RS07200	Helicobacter pylori		210	210
GCF_900120275.1	Helicobacter pylori isolate HE142/09 genome assembly, chromosome: I	16S ribosomal RNA	NZ_LT635478.1	[1113739:1115248](-)	CS886_RS05425	Helicobacter pylori		210	210
GCF_900120275.1	Helicobacter pylori isolate HE142/09 genome assembly, chromosome: I	16S ribosomal RNA	NZ_LT635478.1	[1461057:1462566](+)	CS886_RS07205	Helicobacter pylori		210	210
GCF_900120315.1	Helicobacter pylori isolate HE170/09 genome assembly, chromosome: I	16S ribosomal RNA	NZ_LT635472.1	[1116118:1117627](-)	CS892_RS05440	Helicobacter pylori		210	210
GCF_900120315.1	Helicobacter pylori isolate HE170/09 genome assembly, chromosome: I	16S ribosomal RNA	NZ_LT635472.1	[1463426:1464935](+)	CS892_RS07215	Helicobacter pylori		210	210
GCF_900120335.1	Helicobacter pylori isolate HE147/09 genome assembly, chromosome: I	16S ribosomal RNA	NZ_LT635477.1	[1113694:1115203](-)	CS889_RS05420	Helicobacter pylori		210	210
GCF_900120335.1	Helicobacter pylori isolate HE147/09 genome assembly, chromosome: I	16S ribosomal RNA	NZ_LT635477.1	[1460998:1462507](+)	CS889_RS07200	Helicobacter pylori		210	210
GCF_900149805.1	Helicobacter pylori isolate BCM-300 genome assembly, chromosome: I	16S ribosomal RNA	NZ_LT837687.1	[1113696:1115205](-)	BCM300_RS05470	Helicobacter pylori		210	210
GCF_900149805.1	Helicobacter pylori isolate BCM-300 genome assembly, chromosome: I	16S ribosomal RNA	NZ_LT837687.1	[1461005:1462514](+)	BCM300_RS07250	Helicobacter pylori		210	210
GCF_900176185.1	Helicobacter pylori isolate HE93/10_v1 genome assembly, chromosome: I	16S ribosomal RNA	NZ_LT838273.1	[532624:534133](-)	CS885_RS02545	Helicobacter pylori		210	210
GCF_900176185.1	Helicobacter pylori isolate HE93/10_v1 genome assembly, chromosome: I	16S ribosomal RNA	NZ_LT838273.1	[879948:881457](+)	CS885_RS04320	Helicobacter pylori		210	210
GCF_900187115.1	Arcobacter butzleri strain NCTC12481 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LT906455.1	[847452:848978](+)	CKV87_RS04210	Arcobacter butzleri	strain=NCTC 12481	28197	28197
GCF_900187115.1	Arcobacter butzleri strain NCTC12481 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LT906455.1	[1783811:1785337](-)	CKV87_RS08925	Arcobacter butzleri	strain=NCTC 12481	28197	28197
GCF_900187115.1	Arcobacter butzleri strain NCTC12481 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LT906455.1	[1918653:1920179](-)	CKV87_RS09590	Arcobacter butzleri	strain=NCTC 12481	28197	28197
GCF_900187115.1	Arcobacter butzleri strain NCTC12481 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LT906455.1	[2003594:2005120](-)	CKV87_RS10005	Arcobacter butzleri	strain=NCTC 12481	28197	28197
GCF_900187115.1	Arcobacter butzleri strain NCTC12481 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LT906455.1	[2281160:2282686](-)	CKV87_RS11350	Arcobacter butzleri	strain=NCTC 12481	28197	28197
GCF_900198455.1	Helicobacter acinonychis isolate 212_9 genome assembly, chromosome: I	16S ribosomal RNA	NZ_LT900055.1	[151731:153239](+)	C6H27_RS00835	Helicobacter acinonychis		212	212
GCF_900198455.1	Helicobacter acinonychis isolate 212_9 genome assembly, chromosome: I	16S ribosomal RNA	NZ_LT900055.1	[498239:499747](+)	C6H27_RS02550	Helicobacter acinonychis		212	212
GCF_900474415.1	Campylobacter jejuni subsp. doylei strain NCTC11925 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LS483295.1	[39666:41182](+)	DQL24_RS00150	Campylobacter jejuni subsp. doylei	strain=NCTC11925	32021	197
GCF_900474415.1	Campylobacter jejuni subsp. doylei strain NCTC11925 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LS483295.1	[409848:411364](+)	DQL24_RS02120	Campylobacter jejuni subsp. doylei	strain=NCTC11925	32021	197
GCF_900474415.1	Campylobacter jejuni subsp. doylei strain NCTC11925 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LS483295.1	[724840:726356](+)	DQL24_RS03715	Campylobacter jejuni subsp. doylei	strain=NCTC11925	32021	197
GCF_900475265.1	Campylobacter jejuni subsp. jejuni strain NCTC11168 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LS483362.1	[39250:40766](+)	DQM41_RS00150	Campylobacter jejuni subsp. jejuni	strain=NCTC11168	32022	197
GCF_900475265.1	Campylobacter jejuni subsp. jejuni strain NCTC11168 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LS483362.1	[394124:395640](+)	DQM41_RS02105	Campylobacter jejuni subsp. jejuni	strain=NCTC11168	32022	197
GCF_900475265.1	Campylobacter jejuni subsp. jejuni strain NCTC11168 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LS483362.1	[696414:697930](+)	DQM41_RS03700	Campylobacter jejuni subsp. jejuni	strain=NCTC11168	32022	197
GCF_900475935.1	Campylobacter fetus subsp. fetus strain NCTC10842 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LS483431.1	[133691:135209](+)	DQN38_RS00770	Campylobacter fetus subsp. fetus	strain=NCTC10842	32019	196
GCF_900475935.1	Campylobacter fetus subsp. fetus strain NCTC10842 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LS483431.1	[501545:503063](+)	DQN38_RS02510	Campylobacter fetus subsp. fetus	strain=NCTC10842	32019	196
GCF_900475935.1	Campylobacter fetus subsp. fetus strain NCTC10842 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LS483431.1	[597282:598800](+)	DQN38_RS02945	Campylobacter fetus subsp. fetus	strain=NCTC10842	32019	196
GCF_900476215.1	Helicobacter mustelae strain NCTC12198 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LS483446.1	[123713:125215](+)	DQN48_RS00540	Helicobacter mustelae	strain=NCTC12198	217	217
GCF_900476215.1	Helicobacter mustelae strain NCTC12198 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LS483446.1	[553738:555240](+)	DQN48_RS02675	Helicobacter mustelae	strain=NCTC12198	217	217
GCF_900478295.1	Helicobacter pylori strain NCTC11637 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LS483488.1	[659540:661049](+)	DQL14_RS03405	Helicobacter pylori NCTC 11637 = CCUG 17874 = ATCC 43504	strain=NCTC 11637	102618	210
GCF_900478295.1	Helicobacter pylori strain NCTC11637 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LS483488.1	[1663141:1664650](-)	DQL14_RS08290	Helicobacter pylori NCTC 11637 = CCUG 17874 = ATCC 43504	strain=NCTC 11637	102618	210
GCF_900637325.1	Wolinella succinogenes strain NCTC11488 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LR134366.1	[296535:298038](-)	EL168_RS01500	Wolinella succinogenes	strain=NCTC11488	844	844
GCF_900637325.1	Wolinella succinogenes strain NCTC11488 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LR134366.1	[1166768:1168271](+)	EL168_RS05850	Wolinella succinogenes	strain=NCTC11488	844	844
GCF_900637325.1	Wolinella succinogenes strain NCTC11488 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LR134366.1	[1345909:1347412](+)	EL168_RS06775	Wolinella succinogenes	strain=NCTC11488	844	844
GCF_900637395.1	Campylobacter upsaliensis strain NCTC11541 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LR134372.1	[12689:14203](-)	EL158_RS00055	Campylobacter upsaliensis	strain=NCTC11541	28080	28080
GCF_900637395.1	Campylobacter upsaliensis strain NCTC11541 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LR134372.1	[442199:443713](+)	EL158_RS02230	Campylobacter upsaliensis	strain=NCTC11541	28080	28080
GCF_900637395.1	Campylobacter upsaliensis strain NCTC11541 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LR134372.1	[691094:692608](-)	EL158_RS03505	Campylobacter upsaliensis	strain=NCTC11541	28080	28080
GCF_900637885.1	Campylobacter insulaenigrae strain NCTC12927 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LR134471.1	[411537:413053](+)	EL187_RS02205	Campylobacter insulaenigrae	strain=NCTC12927	260714	260714
GCF_900637885.1	Campylobacter insulaenigrae strain NCTC12927 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LR134471.1	[501060:502576](+)	EL187_RS02655	Campylobacter insulaenigrae	strain=NCTC12927	260714	260714
GCF_900637885.1	Campylobacter insulaenigrae strain NCTC12927 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LR134471.1	[1362224:1363740](-)	EL187_RS07075	Campylobacter insulaenigrae	strain=NCTC12927	260714	260714
GCF_900638165.1	Campylobacter jejuni strain NCTC13268 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LR134497.1	[39161:40677](+)	EL228_RS00150	Campylobacter jejuni	strain=NCTC13268	197	197
GCF_900638165.1	Campylobacter jejuni strain NCTC13268 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LR134497.1	[404100:405616](+)	EL228_RS02105	Campylobacter jejuni	strain=NCTC13268	197	197
GCF_900638165.1	Campylobacter jejuni strain NCTC13268 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LR134497.1	[694386:695902](+)	EL228_RS03590	Campylobacter jejuni	strain=NCTC13268	197	197
GCF_900638175.1	Campylobacter jejuni strain NCTC13266 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LR134496.1	[37383:38899](+)	EL221_RS00145	Campylobacter jejuni	strain=NCTC13266	197	197
GCF_900638175.1	Campylobacter jejuni strain NCTC13266 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LR134496.1	[397913:399429](+)	EL221_RS02105	Campylobacter jejuni	strain=NCTC13266	197	197
GCF_900638175.1	Campylobacter jejuni strain NCTC13266 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LR134496.1	[725249:726765](+)	EL221_RS03880	Campylobacter jejuni	strain=NCTC13266	197	197
GCF_900638185.1	Campylobacter jejuni strain NCTC13265 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LR134498.1	[322350:323866](-)	EL232_RS01870	Campylobacter jejuni	strain=NCTC13265	197	197
GCF_900638185.1	Campylobacter jejuni strain NCTC13265 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LR134498.1	[677152:678668](-)	EL232_RS03805	Campylobacter jejuni	strain=NCTC13265	197	197
GCF_900638185.1	Campylobacter jejuni strain NCTC13265 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LR134498.1	[1742142:1743658](-)	EL232_RS09310	Campylobacter jejuni	strain=NCTC13265	197	197
GCF_900638195.1	Campylobacter jejuni strain NCTC13261 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LR134500.1	[37508:39024](+)	EL222_RS00145	Campylobacter jejuni	strain=NCTC13261	197	197
GCF_900638195.1	Campylobacter jejuni strain NCTC13261 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LR134500.1	[403022:404538](+)	EL222_RS02145	Campylobacter jejuni	strain=NCTC13261	197	197
GCF_900638195.1	Campylobacter jejuni strain NCTC13261 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LR134500.1	[694744:696260](+)	EL222_RS03660	Campylobacter jejuni	strain=NCTC13261	197	197
GCF_900638205.1	Campylobacter jejuni strain NCTC13255 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LR134499.1	[37543:39059](+)	EL227_RS00145	Campylobacter jejuni	strain=NCTC13255	197	197
GCF_900638205.1	Campylobacter jejuni strain NCTC13255 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LR134499.1	[396111:397627](+)	EL227_RS02055	Campylobacter jejuni	strain=NCTC13255	197	197
GCF_900638205.1	Campylobacter jejuni strain NCTC13255 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LR134499.1	[694899:696415](+)	EL227_RS03605	Campylobacter jejuni	strain=NCTC13255	197	197
GCF_900638225.1	Campylobacter jejuni strain NCTC13257 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LR134502.1	[37702:39218](+)	EL236_RS00145	Campylobacter jejuni	strain=NCTC13257	197	197
GCF_900638225.1	Campylobacter jejuni strain NCTC13257 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LR134502.1	[392652:394168](+)	EL236_RS02045	Campylobacter jejuni	strain=NCTC13257	197	197
GCF_900638225.1	Campylobacter jejuni strain NCTC13257 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LR134502.1	[688311:689827](+)	EL236_RS03565	Campylobacter jejuni	strain=NCTC13257	197	197
GCF_900638235.1	Campylobacter jejuni subsp. jejuni strain NCTC12109 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LR134505.1	[39259:40775](+)	EL229_RS00150	Campylobacter jejuni subsp. jejuni	strain=NCTC12109	32022	197
GCF_900638235.1	Campylobacter jejuni subsp. jejuni strain NCTC12109 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LR134505.1	[393626:395142](+)	EL229_RS02100	Campylobacter jejuni subsp. jejuni	strain=NCTC12109	32022	197
GCF_900638235.1	Campylobacter jejuni subsp. jejuni strain NCTC12109 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LR134505.1	[699632:701148](+)	EL229_RS03665	Campylobacter jejuni subsp. jejuni	strain=NCTC12109	32022	197
GCF_900638285.1	Campylobacter jejuni strain NCTC12851 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LR134507.1	[37543:39059](+)	EL238_RS00145	Campylobacter jejuni	strain=NCTC12851	197	197
GCF_900638285.1	Campylobacter jejuni strain NCTC12851 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LR134507.1	[392770:394286](+)	EL238_RS02030	Campylobacter jejuni	strain=NCTC12851	197	197
GCF_900638285.1	Campylobacter jejuni strain NCTC12851 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LR134507.1	[688409:689925](+)	EL238_RS03550	Campylobacter jejuni	strain=NCTC12851	197	197
GCF_900638335.1	Campylobacter lari strain NCTC11937 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LR134508.1	[442020:443537](+)	EL235_RS02340	Campylobacter lari	strain=NCTC11937	201	201
GCF_900638335.1	Campylobacter lari strain NCTC11937 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LR134508.1	[508011:509528](+)	EL235_RS02685	Campylobacter lari	strain=NCTC11937	201	201
GCF_900638335.1	Campylobacter lari strain NCTC11937 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LR134508.1	[1423976:1425493](-)	EL235_RS07265	Campylobacter lari	strain=NCTC11937	201	201
GCF_900638355.1	Helicobacter pullorum strain NCTC13154 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LR134509.1	[74854:76353](+)	EL247_RS00345	Helicobacter pullorum	strain=NCTC13154	35818	35818
GCF_900638355.1	Helicobacter pullorum strain NCTC13154 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LR134509.1	[282407:283906](+)	EL247_RS01395	Helicobacter pullorum	strain=NCTC13154	35818	35818
GCF_900638365.1	Campylobacter jejuni subsp. jejuni strain NCTC10983 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LR134511.1	[39250:40766](+)	EL243_RS00150	Campylobacter jejuni subsp. jejuni	strain=NCTC10983	32022	197
GCF_900638365.1	Campylobacter jejuni subsp. jejuni strain NCTC10983 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LR134511.1	[394124:395640](+)	EL243_RS02095	Campylobacter jejuni subsp. jejuni	strain=NCTC10983	32022	197
GCF_900638365.1	Campylobacter jejuni subsp. jejuni strain NCTC10983 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LR134511.1	[696415:697931](+)	EL243_RS03675	Campylobacter jejuni subsp. jejuni	strain=NCTC10983	32022	197
GCF_900638475.1	Helicobacter pylori strain NCTC13345 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LR134517.1	[1322543:1324052](-)	EL256_RS06385	Helicobacter pylori	strain=NCTC13345	210	210
GCF_900638475.1	Helicobacter pylori strain NCTC13345 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LR134517.1	[1588923:1590432](+)	EL256_RS07780	Helicobacter pylori	strain=NCTC13345	210	210
GCF_900638485.1	Helicobacter cholecystus strain NCTC13205 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LR134518.1	[710213:711714](-)	EL253_RS03255	Helicobacter cholecystus	strain=NCTC13205	45498	45498
GCF_900638485.1	Helicobacter cholecystus strain NCTC13205 genome assembly, chromosome: 1	16S ribosomal RNA	NZ_LR134518.1	[843253:844754](-)	EL253_RS03880	Helicobacter cholecystus	strain=NCTC13205	45498	45498
